frame_id,label,confidence,x,y,w,h
25,a lion,0.283,0,0,719,1280
25,a lion,0.283,0,0,719,1280
25,a lion,0.291,6,16,712,1264
26,a lion,0.276,0,0,720,1280
26,a lion,0.276,0,0,720,1280
26,a lion,0.277,6,2,713,1278
27,a lion,0.28,0,0,720,1280
27,a lion,0.277,0,0,719,1280
27,a lion,0.292,7,12,712,1268
28,a lion,0.281,0,0,720,1280
28,a lion,0.278,0,0,719,1280
28,a lion,0.285,6,5,712,1275
29,a lion,0.279,0,0,720,1280
29,a lion,0.281,0,0,719,1280
29,a lion,0.279,4,0,714,1280
30,a lion,0.275,0,0,720,1280
30,a lion,0.275,4,0,715,1280
30,a lion,0.275,6,0,712,1280
31,a lion,0.273,0,0,720,1280
31,a lion,0.273,0,0,720,1280
31,a lion,0.276,5,0,713,1280
32,a lion,0.265,0,0,720,1280
32,a lion,0.265,0,0,720,1280
32,a lion,0.251,6,0,712,1280
33,a lion,0.263,0,0,720,1280
33,a lion,0.263,0,0,720,1280
33,a lion,0.25,6,0,712,1280
34,a lion,0.267,0,0,720,1280
34,a lion,0.261,0,0,719,1280
34,a lion,0.266,7,4,711,1276
35,a lion,0.271,0,0,719,1280
35,a lion,0.271,0,0,719,1280
35,a lion,0.263,9,0,709,1280
36,a lion,0.276,0,0,719,1280
36,a lion,0.276,0,0,719,1280
36,a lion,0.279,6,5,712,1275
37,a lion,0.274,0,0,719,1280
37,a lion,0.274,0,0,719,1280
37,a lion,0.281,0,0,718,1280
38,a lion,0.276,0,0,719,1280
38,a lion,0.276,0,0,719,1280
38,a lion,0.284,0,0,718,1280
39,a lion,0.28,0,0,719,1280
39,a lion,0.28,0,0,719,1280
39,a lion,0.279,0,0,718,1280
40,a lion,0.277,0,0,719,1280
40,a lion,0.278,0,0,720,1280
40,a lion,0.279,0,0,718,1280
41,a lion,0.283,0,0,720,1280
41,a lion,0.283,0,0,720,1280
41,a lion,0.289,0,0,718,1280
42,a lion,0.284,0,0,719,1280
42,a lion,0.281,0,0,720,1280
42,a lion,0.284,0,0,719,1280
43,a lion,0.283,0,0,719,1280
43,a lion,0.283,0,0,719,1280
43,a lion,0.284,0,0,718,1280
44,a lion,0.28,0,0,719,1280
44,a lion,0.28,0,0,719,1280
44,a lion,0.28,0,0,719,1280
45,a lion,0.278,0,0,719,1280
45,a lion,0.271,0,0,720,1280
45,a lion,0.278,0,0,719,1280
46,a lion,0.28,0,0,719,1280
46,a lion,0.28,0,0,719,1280
46,a lion,0.28,0,0,719,1280
47,a lion,0.289,0,0,719,1280
47,a lion,0.289,0,0,719,1280
47,a lion,0.293,0,0,718,1280
48,a lion,0.291,0,0,719,1280
48,a lion,0.291,0,0,719,1280
48,a lion,0.291,0,0,719,1280
49,a lion,0.294,0,0,719,1280
49,a lion,0.294,0,0,719,1280
49,a lion,0.291,0,0,718,1280
50,a lion,0.289,0,0,719,1280
50,a lion,0.289,0,0,719,1280
50,a lion,0.289,0,0,719,1280
51,a lion,0.288,0,0,719,1280
51,a lion,0.287,0,0,720,1280
51,a lion,0.288,0,0,719,1280
52,a lion,0.285,0,0,719,1280
52,a lion,0.286,0,0,720,1280
52,a lion,0.285,2,0,716,1280
53,a lion,0.288,0,0,719,1280
53,a lion,0.286,0,0,720,1280
53,a lion,0.288,0,3,718,1277
54,a lion,0.289,0,0,719,1280
54,a lion,0.288,0,0,720,1280
54,a lion,0.29,0,0,718,1280
55,a lion,0.285,0,0,719,1280
55,a lion,0.285,0,0,719,1280
55,a lion,0.282,0,0,718,1280
56,a lion,0.284,0,0,719,1280
56,a lion,0.284,0,0,719,1280
56,a lion,0.286,4,0,714,1280
57,a lion,0.282,0,0,719,1280
57,a lion,0.285,0,0,720,1280
57,a lion,0.282,0,0,719,1280
58,a lion,0.282,0,0,719,1280
58,a lion,0.283,0,0,720,1280
58,a lion,0.284,3,0,715,1280
59,a lion,0.282,0,0,719,1280
59,a lion,0.284,0,0,720,1280
59,a lion,0.287,6,12,712,1268
60,a lion,0.285,0,0,719,1280
60,a lion,0.289,0,0,720,1280
60,a lion,0.281,3,6,715,1274
61,a lion,0.285,0,0,719,1280
61,a lion,0.285,0,0,719,1280
61,a lion,0.288,8,6,710,1274
62,a lion,0.28,0,0,719,1280
62,a lion,0.28,0,0,719,1280
62,a lion,0.283,5,6,713,1274
63,a lion,0.282,0,0,719,1280
63,a lion,0.282,0,0,719,1280
63,a lion,0.282,5,6,713,1274
64,a lion,0.279,0,0,719,1280
64,a lion,0.279,0,0,719,1280
64,a lion,0.281,6,15,712,1265
65,a lion,0.283,0,0,720,1280
65,a lion,0.283,0,0,720,1280
65,a lion,0.285,3,0,715,1280
66,a lion,0.281,0,0,720,1280
66,a lion,0.281,0,0,720,1280
66,a lion,0.284,5,7,713,1273
67,a lion,0.279,0,0,720,1280
67,a lion,0.279,0,0,720,1280
67,a lion,0.279,4,0,714,1280
68,a lion,0.279,0,0,720,1280
68,a lion,0.279,0,0,720,1280
68,a lion,0.287,4,6,714,1274
69,a lion,0.277,0,0,720,1280
69,a lion,0.277,0,0,720,1280
69,a lion,0.277,3,0,715,1280
70,a lion,0.275,0,0,720,1280
70,a lion,0.275,0,0,720,1280
70,a lion,0.275,4,0,714,1280
71,a lion,0.276,0,0,720,1280
71,a lion,0.274,0,0,719,1280
71,a lion,0.271,0,6,718,1274
72,a lion,0.273,0,0,720,1280
72,a lion,0.273,0,0,720,1280
72,a lion,0.274,3,6,715,1274
73,a lion,0.268,0,0,720,1280
73,a lion,0.268,0,0,720,1280
73,a lion,0.273,5,6,713,1274
74,a lion,0.27,0,0,720,1280
74,a lion,0.27,0,0,720,1280
74,a lion,0.272,0,0,718,1280
75,a lion,0.271,0,0,720,1280
75,a lion,0.271,0,0,720,1280
75,a lion,0.27,0,0,718,1280
76,a lion,0.273,0,0,720,1280
76,a lion,0.273,0,0,720,1280
76,a lion,0.274,0,0,719,1280
77,a lion,0.271,0,0,720,1280
77,a lion,0.271,0,0,720,1280
77,a lion,0.267,0,0,718,1280
78,a lion,0.271,0,0,720,1280
78,a lion,0.271,0,0,720,1280
78,a lion,0.269,0,0,718,1280
79,a lion,0.267,0,0,720,1280
79,a lion,0.267,0,0,720,1280
79,a lion,0.267,0,0,718,1280
80,a lion,0.267,0,0,720,1280
80,a lion,0.267,0,0,720,1280
80,a lion,0.264,0,0,718,1280
81,a lion,0.266,0,0,719,1280
81,a lion,0.268,0,0,720,1280
81,a lion,0.264,0,0,718,1280
82,a lion,0.267,0,0,720,1280
82,a lion,0.267,0,0,720,1280
82,a lion,0.261,0,0,718,1280
83,a lion,0.264,0,0,720,1280
83,a lion,0.264,0,0,720,1280
83,a lion,0.261,0,0,718,1280
84,a lion,0.269,0,0,720,1280
84,a lion,0.269,0,0,720,1280
84,a lion,0.267,0,0,718,1280
85,a lion,0.275,0,0,720,1280
85,a lion,0.275,0,0,720,1280
85,a lion,0.273,0,0,718,1280
86,a lion,0.27,0,0,720,1280
86,a lion,0.27,0,0,719,1280
86,a lion,0.274,5,0,713,1280
87,a lion,0.264,0,0,720,1280
87,a lion,0.264,0,0,720,1280
87,a lion,0.275,0,0,718,1280
88,a lion,0.269,0,0,720,1280
88,a lion,0.269,0,0,720,1280
88,a lion,0.262,6,0,712,1280
89,a lion,0.266,0,0,720,1280
89,a lion,0.266,0,0,720,1280
89,a lion,0.267,0,0,717,1280
90,a lion,0.27,0,0,720,1280
90,a lion,0.27,0,0,720,1280
90,a lion,0.268,4,0,714,1280
91,a lion,0.266,0,0,720,1280
91,a lion,0.266,0,0,720,1280
91,a lion,0.269,3,0,715,1280
92,a lion,0.266,0,0,720,1280
92,a lion,0.268,0,0,719,1280
92,a lion,0.272,0,5,718,1275
93,a lion,0.272,0,0,720,1280
93,a lion,0.272,0,0,720,1280
93,a lion,0.267,0,6,718,1274
94,a lion,0.273,0,0,720,1280
94,a lion,0.271,0,0,719,1280
94,a lion,0.271,0,0,718,1280
95,a lion,0.276,0,0,720,1280
95,a lion,0.276,0,0,720,1280
95,a lion,0.277,6,0,712,1280
96,a lion,0.276,0,0,720,1280
96,a lion,0.276,0,0,720,1280
96,a lion,0.281,9,0,708,1280
97,a lion,0.28,0,0,720,1280
97,a lion,0.278,2,0,717,1280
97,a lion,0.283,9,0,708,1280
98,a lion,0.278,0,0,720,1280
98,a lion,0.274,0,0,719,1280
98,a lion,0.279,6,0,712,1280
99,a lion,0.278,0,0,720,1280
99,a lion,0.275,0,0,719,1280
99,a lion,0.278,5,0,713,1280
100,a lion,0.279,0,0,720,1280
100,a lion,0.282,4,0,715,1280
100,a lion,0.282,6,0,712,1280
101,a lion,0.279,0,0,720,1280
101,a lion,0.282,3,0,716,1280
101,a lion,0.283,7,0,711,1280
102,a lion,0.282,0,0,720,1280
102,a lion,0.284,3,0,716,1280
102,a lion,0.278,7,16,711,1264
103,a lion,0.275,0,0,720,1280
103,a lion,0.281,3,0,716,1280
103,a lion,0.276,7,15,711,1265
104,a lion,0.279,0,0,720,1280
104,a lion,0.283,3,0,716,1280
104,a lion,0.277,7,15,711,1265
105,a lion,0.285,0,0,720,1280
105,a lion,0.284,0,0,719,1280
105,a lion,0.285,8,15,710,1265
106,a lion,0.28,0,0,720,1280
106,a lion,0.282,0,0,719,1280
106,a lion,0.283,8,16,710,1264
107,a lion,0.284,0,0,720,1280
107,a lion,0.284,0,0,719,1280
107,a lion,0.28,9,17,709,1263
108,a lion,0.286,0,0,720,1280
108,a lion,0.281,0,0,719,1280
108,a lion,0.275,9,6,709,1274
109,a lion,0.282,0,0,719,1280
109,a lion,0.282,0,0,719,1280
109,a lion,0.278,10,25,708,1255
110,a lion,0.281,0,0,718,1280
110,a lion,0.283,0,0,719,1280
110,a lion,0.273,10,7,708,1273
111,a lion,0.277,0,0,719,1280
111,a lion,0.277,0,0,719,1280
111,a lion,0.281,8,17,710,1263
112,a lion,0.278,0,0,718,1280
112,a lion,0.279,0,0,719,1280
112,a lion,0.281,9,17,709,1263
113,a lion,0.282,0,0,719,1280
113,a lion,0.282,0,0,719,1280
113,a lion,0.285,9,25,709,1255
114,a lion,0.284,0,0,719,1280
114,a lion,0.284,0,0,719,1280
114,a lion,0.282,9,26,709,1254
115,a lion,0.281,0,0,719,1280
115,a lion,0.286,2,0,717,1280
115,a lion,0.281,7,6,711,1274
116,a lion,0.278,0,0,719,1280
116,a lion,0.278,0,0,719,1280
116,a lion,0.283,8,16,710,1264
117,a lion,0.285,0,0,719,1280
117,a lion,0.284,3,0,716,1280
117,a lion,0.278,5,41,713,1239
118,a lion,0.283,0,0,719,1280
118,a lion,0.287,3,0,716,1280
118,a lion,0.288,8,5,710,1275
119,a lion,0.291,0,0,719,1280
119,a lion,0.291,0,0,719,1280
119,a lion,0.294,6,6,712,1274
120,a lion,0.294,0,0,719,1280
120,a lion,0.294,0,0,719,1280
120,a lion,0.297,7,0,711,1280
121,a lion,0.295,0,0,719,1280
121,a lion,0.295,0,0,719,1280
121,a lion,0.295,0,3,718,1277
122,a lion,0.293,0,0,720,1280
122,a lion,0.293,0,0,720,1280
122,a lion,0.289,7,17,711,1263
123,a lion,0.297,0,0,720,1280
123,a lion,0.295,0,0,719,1280
123,a lion,0.292,6,42,712,1238
124,a lion,0.295,0,0,719,1280
124,a lion,0.295,0,0,719,1280
124,a lion,0.293,6,36,713,1244
125,a lion,0.292,0,0,720,1280
125,a lion,0.292,0,0,720,1280
125,a lion,0.289,9,17,709,1263
126,a lion,0.292,0,0,720,1280
126,a lion,0.292,0,0,720,1280
126,a lion,0.291,5,7,713,1273
127,a lion,0.288,0,0,719,1280
127,a lion,0.289,0,0,720,1280
127,a lion,0.286,0,7,719,1273
128,a lion,0.286,0,0,720,1280
128,a lion,0.286,0,0,720,1280
128,a lion,0.285,2,16,717,1264
129,a lion,0.288,0,0,720,1280
129,a lion,0.288,0,0,720,1280
129,a lion,0.289,6,46,713,1234
130,a lion,0.293,0,0,720,1280
130,a lion,0.293,0,0,720,1280
130,a lion,0.292,5,22,714,1258
131,a lion,0.298,0,0,720,1280
131,a lion,0.298,0,0,720,1280
131,a lion,0.291,5,19,714,1261
132,a lion,0.298,0,0,720,1280
132,a lion,0.298,0,0,720,1280
132,a lion,0.303,5,19,714,1261
133,a lion,0.299,0,0,720,1280
133,a lion,0.299,0,0,720,1280
133,a lion,0.293,0,21,719,1259
134,a lion,0.303,0,0,720,1280
134,a lion,0.303,0,0,720,1280
134,a lion,0.296,10,5,709,1275
135,a lion,0.295,0,0,720,1280
135,a lion,0.295,0,0,720,1280
135,a lion,0.291,9,7,710,1273
136,a lion,0.291,0,0,720,1280
136,a lion,0.291,0,0,720,1280
136,a lion,0.291,4,16,715,1264
137,a lion,0.289,0,0,720,1280
137,a lion,0.289,0,0,720,1280
137,a lion,0.292,5,97,714,1183
138,a lion,0.285,0,0,719,1280
138,a lion,0.284,0,0,720,1280
138,a lion,0.287,6,25,713,1255
139,a lion,0.286,0,0,720,1280
139,a lion,0.286,0,0,720,1280
139,a lion,0.287,5,11,714,1269
140,a lion,0.29,0,0,720,1280
140,a lion,0.29,0,0,720,1280
140,a lion,0.296,5,21,714,1259
141,a lion,0.288,0,0,719,1280
141,a lion,0.288,0,0,720,1280
141,a lion,0.292,8,0,711,1280
142,a lion,0.286,0,0,719,1280
142,a lion,0.285,0,0,720,1280
142,a lion,0.289,6,5,713,1275
143,a lion,0.283,0,0,719,1280
143,a lion,0.282,0,0,720,1280
143,a lion,0.284,6,0,713,1280
144,a lion,0.285,0,0,720,1280
144,a lion,0.285,0,0,720,1280
144,a lion,0.286,9,0,710,1280
145,a lion,0.288,0,0,719,1280
145,a lion,0.288,0,0,720,1280
145,a lion,0.287,6,15,712,1265
146,a lion,0.288,0,0,720,1280
146,a lion,0.289,0,0,719,1280
146,a lion,0.286,4,0,715,1280
147,a lion,0.283,0,0,720,1280
147,a lion,0.283,0,0,719,1280
147,a lion,0.281,3,0,715,1280
148,a lion,0.285,0,0,720,1280
148,a lion,0.285,0,0,719,1280
148,a lion,0.285,6,0,712,1280
149,a lion,0.288,0,0,720,1280
149,a lion,0.288,0,0,719,1280
149,a lion,0.286,4,0,714,1280
150,a lion,0.283,0,0,720,1280
150,a lion,0.284,0,0,719,1280
150,a lion,0.285,0,0,718,1280
151,a lion,0.29,0,0,720,1280
151,a lion,0.29,0,0,720,1280
151,a lion,0.295,11,37,707,1243
152,a lion,0.29,0,0,720,1280
152,a lion,0.29,0,0,720,1280
152,a lion,0.298,0,45,718,1235
153,a lion,0.288,0,0,720,1280
153,a lion,0.288,0,0,720,1280
153,a lion,0.288,6,16,712,1264
154,a lion,0.283,0,0,720,1280
154,a lion,0.283,0,0,720,1280
154,a lion,0.286,6,17,712,1263
155,a lion,0.284,0,0,720,1280
155,a lion,0.284,0,0,720,1280
155,a lion,0.288,0,22,718,1258
156,a lion,0.284,0,0,720,1280
156,a lion,0.284,0,0,720,1280
156,a lion,0.284,4,4,714,1276
157,a lion,0.288,0,0,720,1280
157,a lion,0.288,0,0,720,1280
157,a lion,0.284,0,4,718,1276
158,a lion,0.287,0,0,720,1280
158,a lion,0.287,0,0,720,1280
158,a lion,0.285,6,15,712,1265
159,a lion,0.286,0,0,720,1280
159,a lion,0.286,0,0,720,1280
159,a lion,0.288,6,24,712,1256
160,a lion,0.291,0,0,720,1280
160,a lion,0.291,0,0,720,1280
160,a lion,0.292,5,0,713,1280
161,a lion,0.291,0,0,720,1280
161,a lion,0.291,0,0,720,1280
161,a lion,0.289,0,0,718,1280
162,a lion,0.288,0,0,720,1280
162,a lion,0.288,0,0,720,1280
162,a lion,0.29,5,0,714,1280
163,a lion,0.287,0,0,720,1280
163,a lion,0.287,0,0,720,1280
163,a lion,0.285,0,0,718,1280
164,a lion,0.289,0,0,720,1280
164,a lion,0.289,0,0,720,1280
164,a lion,0.291,7,0,711,1280
165,a lion,0.293,0,0,720,1280
165,a lion,0.293,0,0,720,1280
165,a lion,0.29,0,0,718,1280
166,a lion,0.293,0,0,720,1280
166,a lion,0.293,0,0,720,1280
166,a lion,0.29,0,0,718,1280
167,a lion,0.295,0,0,720,1280
167,a lion,0.295,0,0,720,1280
167,a lion,0.296,8,0,711,1280
168,a bear,0.297,0,0,718,1280
168,a bear,0.296,7,46,711,1234
168,a bear,0.302,0,0,681,1280
169,a bear,0.301,0,0,718,1280
169,a bear,0.3,43,117,675,1163
169,a bear,0.302,0,0,680,1280
170,a bear,0.306,0,0,718,1280
170,a bear,0.306,37,37,681,1243
170,a bear,0.309,0,0,679,1280
171,a bear,0.306,0,0,718,1280
171,a bear,0.301,43,53,676,1227
171,a bear,0.3,0,0,669,1280
172,a bear,0.304,0,0,719,1280
172,a bear,0.305,43,48,675,1232
172,a bear,0.3,0,0,668,1280
173,a bear,0.313,0,0,719,1280
173,a bear,0.306,37,56,681,1224
173,a bear,0.296,0,0,661,1280
174,a bear,0.306,0,0,719,1280
174,a bear,0.305,42,72,676,1208
174,a bear,0.308,0,0,659,1280
175,a bear,0.309,0,0,719,1280
175,a bear,0.299,41,82,677,1198
175,a bear,0.306,0,0,658,1280
176,a bear,0.307,0,0,718,1280
176,a bear,0.3,41,226,677,1054
176,a bear,0.306,0,0,657,1280
177,a bear,0.311,0,0,718,1280
177,a bear,0.307,39,102,679,1178
177,a bear,0.31,0,0,646,1280
178,a bear,0.305,0,0,717,1280
178,a bear,0.289,37,16,680,1264
178,a bear,0.313,0,0,641,1280
179,a bear,0.299,0,0,718,1280
179,a bear,0.31,37,430,681,850
179,a bear,0.298,0,0,699,1280
180,a bear,0.293,0,0,718,1280
180,a bear,0.292,36,142,682,1138
180,a bear,0.294,0,0,699,1280
181,a bear,0.293,0,0,718,1280
181,a bear,0.291,36,141,682,1139
181,a bear,0.288,0,0,717,1277
182,a bear,0.294,0,0,719,1280
182,a bear,0.29,35,159,683,1121
182,a bear,0.29,0,0,717,1280
183,a bear,0.291,0,0,719,1280
183,a bear,0.294,35,142,683,1138
183,a bear,0.292,0,0,699,1280
184,a bear,0.289,0,0,719,1280
184,a bear,0.289,35,0,684,1280
184,a bear,0.289,0,0,699,1275
185,a bear,0.284,0,0,719,1280
185,a bear,0.291,35,5,683,1275
185,a bear,0.283,0,0,699,1273
186,a bear,0.297,0,0,719,1280
186,a bear,0.3,35,4,683,1276
186,a bear,0.287,3,0,694,1255
187,a bear,0.3,0,0,720,1280
187,a bear,0.303,35,4,684,1276
187,a bear,0.289,3,0,715,1258
188,a bear,0.299,0,0,719,1280
188,a bear,0.305,38,0,680,1280
188,a bear,0.298,3,0,715,1273
189,a bear,0.301,0,0,719,1280
189,a bear,0.304,38,0,680,1280
189,a bear,0.301,3,0,714,1273
190,a bear,0.295,0,0,719,1280
190,a bear,0.303,40,0,678,1280
190,a bear,0.295,3,0,714,1249
191,a bear,0.297,3,0,716,1280
191,a bear,0.299,41,0,678,1280
191,a bear,0.298,3,0,714,1254
192,a bear,0.302,4,0,715,1280
192,a bear,0.301,39,0,680,1280
192,a bear,0.304,3,0,715,1254
193,a bear,0.299,5,0,714,1280
193,a bear,0.303,39,0,679,1280
193,a bear,0.294,4,0,714,1128
194,a bear,0.298,12,0,707,1280
194,a bear,0.302,40,0,678,1280
194,a bear,0.305,5,0,705,1109
195,a bear,0.302,12,0,706,1280
195,a bear,0.302,39,0,679,1280
195,a bear,0.304,5,0,694,1090
196,a bear,0.3,13,0,705,1280
196,a bear,0.297,39,0,680,1280
197,a bear,0.298,26,0,692,1280
197,a bear,0.295,39,0,680,1280
197,a bear,0.31,7,0,629,1089
198,a bear,0.303,40,0,678,1280
198,a bear,0.303,39,0,679,1280
199,a bear,0.294,39,0,680,1280
199,a bear,0.294,38,0,681,1280
200,a bear,0.286,39,0,679,1280
200,a bear,0.288,38,0,681,1280
201,a bear,0.291,40,0,678,1280
201,a bear,0.289,39,0,680,1280
202,a bear,0.285,39,0,679,1280
202,a bear,0.285,37,0,682,1280
203,a bear,0.285,38,0,680,1280
203,a bear,0.283,36,0,683,1280
204,a bear,0.284,37,0,681,1280
204,a bear,0.278,35,0,683,1280
205,a bear,0.289,25,0,693,1280
205,a bear,0.287,35,0,684,1280
205,a bear,0.295,11,5,623,1163
206,a bear,0.288,15,0,704,1280
206,a bear,0.29,33,0,687,1280
206,a bear,0.29,7,2,647,1278
207,a bear,0.29,25,0,694,1280
207,a bear,0.287,34,0,685,1280
207,a bear,0.285,7,0,667,1280
208,a bear,0.275,26,0,693,1280
208,a bear,0.273,32,0,687,1280
208,a bear,0.297,6,0,668,1280
209,a bear,0.274,26,0,692,1280
209,a bear,0.271,33,8,686,1272
209,a bear,0.296,6,0,669,1280
210,a bear,0.258,8,0,709,1280
210,a bear,0.269,32,5,686,1275
210,a bear,0.281,5,0,624,1229
211,a bear,0.268,13,0,705,1280
211,a bear,0.27,32,9,686,1271
211,a bear,0.289,5,0,633,1280
212,a bear,0.29,6,6,711,1274
212,a bear,0.273,33,7,684,1273
212,a bear,0.289,4,0,652,1276
213,a bear,0.295,7,11,711,1269
213,a bear,0.284,33,11,685,1269
213,a bear,0.294,3,0,660,1280
214,a bear,0.294,4,19,714,1261
214,a bear,0.283,32,17,686,1263
214,a bear,0.289,0,0,718,1280
215,a bear,0.287,6,21,712,1259
215,a bear,0.282,30,21,688,1259
215,a bear,0.291,2,0,717,1280
216,a bear,0.288,6,26,712,1254
216,a bear,0.287,28,25,690,1255
216,a bear,0.294,2,0,717,1280
217,a bear,0.295,6,32,713,1248
217,a bear,0.286,27,32,692,1248
217,a bear,0.297,2,0,717,1280
218,a bear,0.289,4,39,715,1241
218,a bear,0.286,26,39,693,1241
218,a bear,0.291,0,0,719,1280
219,a bear,0.281,3,42,716,1238
219,a bear,0.281,28,42,691,1238
219,a bear,0.286,0,0,719,1280
220,a bear,0.286,3,49,716,1231
220,a bear,0.282,29,49,690,1231
220,a bear,0.284,0,0,719,1280
221,a bear,0.297,0,52,719,1228
221,a bear,0.279,27,53,692,1227
221,a bear,0.276,0,0,719,1280
222,a bear,0.305,0,58,718,1222
222,a bear,0.283,31,58,688,1222
222,a bear,0.276,0,0,719,1280
223,a bear,0.293,0,61,718,1219
223,a bear,0.282,31,62,688,1218
223,a bear,0.274,0,0,719,1280
224,a bear,0.282,0,64,718,1216
224,a bear,0.286,32,65,687,1215
224,a bear,0.282,0,0,719,1280
225,a bear,0.283,0,64,718,1216
225,a bear,0.285,32,66,687,1214
225,a bear,0.291,0,0,720,1280
226,a bear,0.284,0,63,718,1217
226,a bear,0.289,34,66,685,1214
226,a bear,0.286,0,0,719,1280
227,a bear,0.289,0,62,718,1218
227,a bear,0.282,33,66,686,1214
227,a bear,0.277,0,0,719,1280
228,a bear,0.292,0,61,718,1219
228,a bear,0.289,32,65,687,1215
228,a bear,0.259,0,0,719,1280
229,a bear,0.298,0,60,718,1220
229,a bear,0.295,34,63,685,1217
229,a bear,0.274,0,0,719,1280
230,a bear,0.301,0,60,718,1220
230,a bear,0.295,33,62,686,1218
230,a bear,0.278,0,0,719,1280
231,a bear,0.299,0,60,718,1220
231,a bear,0.283,31,62,688,1218
231,a bear,0.271,0,0,719,1280
232,a bear,0.299,0,60,718,1220
232,a bear,0.286,31,64,688,1216
232,a bear,0.288,0,0,719,1280
233,a bear,0.293,0,58,718,1222
233,a bear,0.286,31,62,688,1218
233,a bear,0.29,0,0,719,1280
234,a bear,0.297,0,56,718,1224
234,a bear,0.292,32,57,687,1223
234,a bear,0.287,0,0,719,1280
235,a bear,0.286,0,55,718,1225
235,a bear,0.296,32,56,686,1224
235,a bear,0.29,0,0,719,1280
236,a bear,0.286,0,55,718,1225
236,a bear,0.292,32,56,687,1224
236,a bear,0.292,0,0,719,1280
237,a bear,0.284,0,54,718,1226
237,a bear,0.291,31,56,688,1224
237,a bear,0.29,0,0,719,1280
238,a bear,0.286,0,54,718,1226
238,a bear,0.291,30,56,689,1224
238,a bear,0.297,0,0,719,1280
239,a bear,0.284,0,53,718,1227
239,a bear,0.293,29,55,690,1225
239,a bear,0.296,0,0,719,1280
240,a bear,0.293,0,52,719,1228
240,a bear,0.295,24,54,695,1226
240,a bear,0.294,0,0,719,1268
241,a bear,0.287,3,56,716,1224
241,a bear,0.297,22,55,697,1225
241,a bear,0.287,0,0,719,1258
242,a bear,0.289,4,54,715,1226
242,a bear,0.298,21,54,698,1226
242,a bear,0.301,0,0,719,1270
243,a bear,0.293,4,53,715,1227
243,a bear,0.297,19,54,699,1226
243,a bear,0.298,0,0,719,1258
244,a bear,0.296,4,52,715,1228
244,a bear,0.299,17,55,701,1225
244,a bear,0.296,0,0,719,1250
245,a bear,0.291,5,52,714,1228
245,a bear,0.292,15,54,703,1226
245,a bear,0.294,0,0,719,1249
246,a bear,0.301,4,52,714,1228
246,a bear,0.296,13,55,705,1225
246,a bear,0.291,0,0,719,1179
247,a bear,0.296,4,51,715,1229
247,a bear,0.293,11,54,707,1226
247,a bear,0.29,0,0,719,1108
248,a bear,0.297,0,51,718,1229
